iter	Logloss
428	0.1509424241
429	0.1508809753
430	0.1508393424
431	0.1507960418
432	0.1507555396
433	0.1506856996
434	0.1506156033
435	0.1505774048
436	0.1505277397
437	0.1504695573
438	0.1503858878
439	0.1503259466
440	0.150273149
441	0.1501152718
442	0.1500665435
443	0.1500172177
444	0.1499587896
445	0.1499001513
446	0.1498577958
447	0.1498187602
448	0.1497472242
449	0.1496774449
450	0.1495792831
451	0.1495473165
452	0.1494907442
453	0.1494346721
454	0.1493779408
455	0.1493092964
456	0.149261049
457	0.1492182384
458	0.1491609411
459	0.1491111302
460	0.1490612881
461	0.1490031756
462	0.1489372418
463	0.1488888502
464	0.1487722316
465	0.1487117684
466	0.1486477086
467	0.1486053208
468	0.1485552035
469	0.1485039448
470	0.1484458142
471	0.1483943658
472	0.1483341659
473	0.1482888491
474	0.1482291707
475	0.14815523
476	0.1480987087
477	0.1480280194
478	0.1479780751
479	0.1479289855
480	0.1478754751
481	0.1477642925
482	0.1477159813
483	0.1476606714
484	0.1475938833
485	0.1475268525
486	0.1474082093
487	0.1473501347
488	0.1473017268
489	0.1472585078
490	0.147189773
491	0.1471381441
492	0.1470803418
493	0.1470260107
494	0.1469588727
495	0.1469058995
496	0.1468615165
497	0.1467177198
498	0.1466740401
499	0.1466292779
500	0.1465704948
501	0.1465247569
502	0.146481421
503	0.1464292066
504	0.1463834212
505	0.1463365443
506	0.146298088
507	0.1461417087
508	0.1460721987
509	0.1460110753
510	0.1459361736
511	0.1458801626
512	0.1458274539
513	0.1457753221
514	0.1457309634
515	0.1456756403
516	0.1456332256
517	0.1455436928
518	0.1454861635
519	0.1454383119
520	0.1453753036
521	0.1453261406
522	0.1452714099
523	0.1452091663
524	0.1451670946
525	0.1451159196
526	0.1450616621
527	0.1449963396
528	0.1449468703
529	0.1448834026
530	0.1448403905
531	0.1447853257
532	0.1447176895
533	0.1446705533
534	0.1446099977
535	0.1445539303
536	0.1443624132
537	0.1443012379
538	0.1442509064
539	0.1441929344
540	0.1441389536
541	0.1440914277
542	0.1440510391
543	0.1439787916
544	0.1439261384
545	0.1437732741
546	0.1437183622
547	0.1436505878
548	0.1436078017
549	0.1434808212
550	0.1433592667
551	0.143305959
552	0.1432424267
553	0.1431843506
554	0.1431261285
555	0.1430803672
556	0.143019571
557	0.1429708729
558	0.1429186222
559	0.142855142
560	0.1428051411
561	0.1427497883
562	0.142681035
563	0.1425416634
564	0.1424920364
565	0.142431138
566	0.1423760643
567	0.1423119929
568	0.1422531335
569	0.1421891184
570	0.1421269715
571	0.1420703033
572	0.1420124335
573	0.1419597297
574	0.141902765
575	0.1418511267
576	0.1417917495
577	0.1417412786
578	0.1416691236
579	0.14160351
580	0.1415455153
581	0.1414856602
582	0.1414192164
583	0.1413649787
584	0.1413095632
585	0.1412410612
586	0.1411738355
587	0.1411168788
588	0.1410603339
589	0.1409921727
590	0.140934693
591	0.1408828715
592	0.1408243542
593	0.1407747135
594	0.1407221762
595	0.1406577344
596	0.14059833
597	0.1405457692
598	0.140481351
599	0.1404255476
600	0.1403662662
601	0.1403139887
602	0.1402580055
603	0.1402000003
604	0.140149648
605	0.1400976827
606	0.1400339345
607	0.139970217
608	0.1399079568
609	0.1398526162
610	0.1397884726
611	0.139733383
612	0.1396803768
613	0.1396179788
614	0.1395630963
615	0.1394991706
616	0.1394340537
617	0.1393755206
618	0.1393203324
619	0.1392622427
620	0.1392073987
621	0.1391571614
622	0.1390958439
623	0.1390275563
624	0.1389660826
625	0.1389042661
626	0.1387909031
627	0.1387234788
628	0.1386617767
629	0.1386026993
630	0.1385461647
631	0.1384792839
632	0.1384152841
633	0.138347333
634	0.1382810227
635	0.1382160062
636	0.1381619743
637	0.13811172
638	0.1380602479
639	0.1379886326
640	0.1379220738
641	0.1378706541
642	0.1378200135
643	0.1377724282
644	0.1377173584
645	0.1376656928
646	0.1376066229
647	0.1375408543
648	0.1374819505
649	0.1374177087
650	0.1373517497
651	0.1372981717
652	0.1372435763
653	0.13719028
654	0.1371191218
655	0.1370608114
656	0.1369955868
657	0.1369304376
658	0.1368768804
659	0.1368166008
660	0.1367556013
661	0.1367084891
662	0.1366520779
663	0.1365873828
664	0.1365221431
665	0.136460333
666	0.1363948517
667	0.1363340598
668	0.1362737172
669	0.1362215698
670	0.1361651136
671	0.1361000611
672	0.1360397957
673	0.135975415
674	0.1359056454
675	0.1358456321
676	0.1357858056
677	0.1357209227
678	0.1356568712
679	0.1355869375
680	0.1355187055
681	0.1354636365
682	0.1354072801
683	0.1353508953
684	0.1352960691
685	0.1352395187
686	0.1351855274
687	0.1351211328
688	0.1350609287
689	0.1349965684
690	0.1349412788
691	0.1348782524
692	0.1348144118
693	0.1347545088
694	0.1347005556
695	0.1346407462
696	0.1345812408
697	0.1345218703
698	0.1344539508
699	0.1343912564
700	0.1343246949
701	0.1342619412
702	0.1342076932
703	0.1341491648
704	0.1340941617
705	0.1340255528
706	0.1339610254
707	0.1339024725
708	0.13384419
709	0.133784993
710	0.1337271264
711	0.1336649033
712	0.1336056129
713	0.1335392896
714	0.1334802516
715	0.1334127365
716	0.1333498138
717	0.133286354
718	0.1332250451
719	0.1331629914
720	0.1331004454
721	0.1330385333
722	0.1329767914
723	0.1329161329
724	0.1328535874
725	0.1327906156
726	0.1327286272
727	0.1326656971
728	0.132608367
729	0.1325465485
730	0.1324846536
731	0.1324240579
732	0.1323572771
733	0.1322907868
734	0.1322295157
735	0.1321630876
736	0.132097169
737	0.1320319852
738	0.1319705885
739	0.1319130415
740	0.1318472756
741	0.131785485
742	0.1317241917
743	0.1316585503
744	0.1315967726
745	0.131536602
746	0.1314742572
747	0.1314081441
748	0.1313429596
749	0.131277775
750	0.1312132588
751	0.1311425237
752	0.1310846004
753	0.1310228506
754	0.1309574506
755	0.1308928931
756	0.13083246
757	0.1307716521
758	0.1307073542
759	0.1306432395
760	0.130578554
761	0.1305137123
762	0.1304493793
763	0.1303850255
764	0.1303209219
765	0.1302598993
766	0.1301958782
767	0.1301321652
768	0.1300684796
769	0.1300076929
770	0.1299432762
771	0.1298792452
772	0.1298199645
773	0.1297565878
774	0.1296962156
775	0.1296326516
776	0.1295672286
777	0.1295075669
778	0.1294441976
779	0.1293806787
780	0.1293168759
781	0.1292532473
782	0.1291844446
783	0.1291214912
784	0.1290621727
785	0.1289987413
786	0.1289395058
787	0.1288761782
788	0.1288126356
789	0.1287500283
790	0.1286873034
791	0.1286243839
792	0.1285610599
793	0.128493061
794	0.128429656
795	0.128366907
796	0.1283045957
797	0.1282424094
798	0.1281794524
799	0.1281176931
800	0.1280497882
801	0.1279871639
802	0.1279248529
803	0.1278669883
804	0.127804885
805	0.1277430422
806	0.127680502
807	0.1276186698
808	0.1275564208
809	0.1274944113
810	0.1274327978
811	0.1273707158
812	0.1273090501
813	0.1272475516
814	0.1271858334
815	0.1271242821
816	0.1270624503
817	0.1270006597
818	0.1269396391
819	0.1268780778
820	0.126817141
821	0.1267563711
822	0.1266956217
823	0.1266295074
824	0.1265687795
825	0.126508134
826	0.1264474786
827	0.1263873437
828	0.1263265423
829	0.1262652929
830	0.126204679
831	0.1261397103
832	0.1260787629
833	0.1260179097
834	0.1259580036
835	0.1258972332
836	0.1258365261
837	0.1257769219
838	0.1257165477
839	0.1256565687
840	0.1255967043
841	0.1255367573
842	0.1254769344
843	0.1254169344
844	0.1253569351
845	0.1252971751
846	0.1252373003
847	0.1251773735
848	0.125118092
849	0.1250586342
850	0.1249993635
851	0.1249397804
852	0.1248806035
853	0.124821343
854	0.1247619472
855	0.1247024684
856	0.1246408735
857	0.1245817588
858	0.1245226237
859	0.1244636546
860	0.1244051541
861	0.124346321
862	0.1242869979
863	0.1242286227
864	0.1241701635
865	0.1241112991
866	0.1240527259
867	0.1239890382
868	0.1239305167
869	0.1238719954
870	0.1238136514
871	0.1237553179
872	0.1236971922
873	0.123639233
874	0.1235814303
875	0.123523659
876	0.1234658143
877	0.1234075016
878	0.1233492197
879	0.123290959
880	0.1232333538
881	0.12317577
882	0.1231178312
883	0.1230604141
884	0.1230027671
885	0.1229454955
886	0.1228876932
887	0.1228301185
888	0.1227677218
889	0.122710148
890	0.1226528034
891	0.1225955107
892	0.1225336344
893	0.1224763624
894	0.1224193607
895	0.122362412
896	0.1223053789
897	0.122248753
898	0.1221916684
899	0.1221347925
900	0.1220779786
901	0.1220213105
902	0.1219644547
903	0.1219079636
904	0.1218515768
905	0.1217954606
906	0.1217387612
907	0.1216824162
908	0.1216260496
909	0.1215698399
910	0.1215133177
911	0.1214571905
912	0.1213962098
913	0.1213403532
914	0.1212843827
915	0.1212281522
916	0.1211725147
917	0.121116867
918	0.1210609484
919	0.1210051653
920	0.1209495486
921	0.1208935984
922	0.120838034
923	0.1207826468
924	0.1207225401
925	0.1206672358
926	0.1206117542
927	0.120556169
928	0.1205014682
929	0.1204463201
930	0.1203910682
931	0.1203361068
932	0.1202808963
933	0.1202261232
934	0.120170985
935	0.1201159931
936	0.1200612613
937	0.1200063108
938	0.1199514433
939	0.1198965142
940	0.1198419381
941	0.1197874987
942	0.1197329956
943	0.1196785863
944	0.1196241566
945	0.1195696849
946	0.119515286
947	0.1194609709
948	0.1194065409
949	0.1193525168
950	0.1192934515
951	0.1192392926
952	0.1191854347
953	0.1191315877
954	0.1190776573
955	0.1190236963
956	0.1189698495
957	0.1189114288
958	0.1188576134
959	0.1188040684
960	0.1187504502
961	0.1186967283
962	0.1186434432
963	0.1185899916
964	0.1185363638
965	0.1184829641
966	0.1184294606
967	0.1183762069
968	0.1183229116
969	0.1182699293
970	0.1182168626
971	0.118163859
972	0.1181107198
973	0.1180576428
974	0.1180046286
975	0.1179519168
976	0.1178989027
977	0.1178461484
978	0.1177931653
979	0.1177358905
980	0.1176831781
981	0.1176307889
982	0.1175785761
983	0.1175259986
984	0.1174734323
985	0.1174212304
986	0.1173686736
987	0.1173164607
988	0.1172642692
989	0.1172120566
990	0.1171596465
991	0.1171074023
992	0.1170556059
993	0.1170037058
994	0.11695192
995	0.1168955083
996	0.1168433896
997	0.1167914264
998	0.1167397554
999	0.116687876
37408973
1183735582
